comment_id,video_id,video_title,video_channel,author,author_channel_id,comment_text,comment_length,word_count,is_reply,parent_id,like_count,reply_count,published_date,published_time,day_of_week,hour_of_day,has_emoji,has_url,is_all_caps,exclamation_count,question_count,engagement_rate,sentiment,sentiment_score,emotion,toxicity_score,spam_score
UgzsRDtn3O2qAP6hr_x4AaABAg,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@EdenDaPudgyMango,UC52jxMqsFiOaUnOCueL-IIA,Why is there football at my greenday concert?,45,8,False,,25020,187,2026-02-09,04:23:09,Monday,4,False,False,False,0,1,0.9030208972461833,,,,,
UgzsRDtn3O2qAP6hr_x4AaABAg.AT-0YzVckeJAT-AgJ-U0Sj,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@annadiaz2717,UCJcpN5y2pviqPpquJkLtLFA,"@ededapudgymango
BECAUSE IT WAS NOT YOUR CONCERT, YOU PAID NOTHING TO WATCH THEM PERFORM!!😅😅😅😅😅",95,14,True,UgzsRDtn3O2qAP6hr_x4AaABAg,11,0,2026-02-09,05:51:40,Monday,5,True,False,False,2,0,0.0003970115855199047,,,,,
UgzsRDtn3O2qAP6hr_x4AaABAg.AT-0YzVckeJAT-DHObHtgS,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@Íñigo_yanguas_2,UC2rbLPS7KLkSWGkGINjE9pA,​@annadiaz2717Do you know What humour mean?,43,6,True,UgzsRDtn3O2qAP6hr_x4AaABAg,114,0,2026-02-09,06:14:21,Monday,6,True,False,False,0,1,0.004114483704479013,,,,,
UgzsRDtn3O2qAP6hr_x4AaABAg.AT-0YzVckeJAT-Dyq3SaRy,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@PresidentClippy45,UCDMdaJg9L-ejtb4Sr_Y3W0A,​@annadiaz2717😭 it's sarcastic lol,34,4,True,UgzsRDtn3O2qAP6hr_x4AaABAg,22,0,2026-02-09,06:20:24,Monday,6,True,False,False,0,0,0.0007940231710398094,,,,,
UgzsRDtn3O2qAP6hr_x4AaABAg.AT-0YzVckeJAT-EMoieQyW,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@najasingleton8942,UCZyjC7Tn2-CQ0R1CyIvTHAg,I was in my room having my own lil concert!! 🤘,46,11,True,UgzsRDtn3O2qAP6hr_x4AaABAg,77,0,2026-02-09,06:23:49,Monday,6,True,False,False,2,0,0.002779081098639333,,,,,
UgzsRDtn3O2qAP6hr_x4AaABAg.AT-0YzVckeJAT-EX84Hp-C,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@najasingleton8942,UCZyjC7Tn2-CQ0R1CyIvTHAg,@annadiaz2717 i bet ur real fun at parties 😂,44,9,True,UgzsRDtn3O2qAP6hr_x4AaABAg,33,0,2026-02-09,06:25:14,Monday,6,True,False,False,0,0,0.001191034756559714,,,,,
UgxZFMp1XY4Yy3NHpvN4AaABAg,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@StatixSymphony,UCpO8IY614ynu_GhbYO5C2Zg,Green day singing American Idiot  at the Superbowl during one of the most politically charged times was just too perfect 🤌,122,21,False,,27706,206,2026-02-09,02:34:04,Monday,2,True,False,False,0,0,0.99996390803768,,,,,
UgxZFMp1XY4Yy3NHpvN4AaABAg.ASzp40c4QxUASzpGxEWdKH,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@thorparra6093,UCKHoYgVHaKgbpRHITFnaGbQ,Grandes Green Day siempre,25,4,True,UgxZFMp1XY4Yy3NHpvN4AaABAg,93,0,2026-02-09,02:35:50,Monday,2,False,False,False,0,0,0.0033565524957591946,,,,,
UgxZFMp1XY4Yy3NHpvN4AaABAg.ASzp40c4QxUAT-01-rZT0z,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@AshCox-i1h,UCkG0uMhFPE5p1MUOw3s9hmg,Too bad the didn't sing the altered lyric,41,8,True,UgxZFMp1XY4Yy3NHpvN4AaABAg,198,0,2026-02-09,04:18:30,Monday,4,False,False,False,0,0,0.007146208539358285,,,,,
UgxZFMp1XY4Yy3NHpvN4AaABAg.ASzp40c4QxUAT-3J0wQcRj,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@wept2_,UCzDPvaB_i_FeGEInNnMyvtQ,​@AshCox-i1hyeah was kinda hoping they would but they probably said they shouldn't,82,12,True,UgxZFMp1XY4Yy3NHpvN4AaABAg,61,0,2026-02-09,04:47:11,Monday,4,True,False,False,0,0,0.0022016097015194716,,,,,
UgxZFMp1XY4Yy3NHpvN4AaABAg.ASzp40c4QxUAT-4MKufwA1,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@JohnBrown-vx3rx,UC85yY7MVFY82N4RSSyAf7BQ,meh,3,1,True,UgxZFMp1XY4Yy3NHpvN4AaABAg,2,0,2026-02-09,04:56:22,Monday,4,False,False,False,0,0,7.218392463998267e-05,,,,,
UgxZFMp1XY4Yy3NHpvN4AaABAg.ASzp40c4QxUAT-4QU3NPD8,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@sylph8005,UC-2gp-uZFkLd3ju0mBqA4PA,And Holiday. Even more fitting. Too bad he cut the spoken part.,63,12,True,UgxZFMp1XY4Yy3NHpvN4AaABAg,408,0,2026-02-09,04:56:56,Monday,4,False,False,False,0,0,0.014725520626556465,,,,,
UgylKeQtS8KBqysSTOB4AaABAg,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@CaptainP34nut,UCtdplG2FL56oJkE-IpNW3lw,This man has taken some impressive care over his vocal chords. Few artists can pull off this voice after 25 years,113,21,False,,10811,87,2026-02-09,06:53:57,Monday,6,False,False,False,0,0,0.39019020464142634,,,,,
UgylKeQtS8KBqysSTOB4AaABAg.AT-HoTL3WDRAT-Q-Z9jzZF,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@motorcycleboy9000,UCEfcJbFI4AeDsC7xBeJgouw,25? Bruh,8,2,True,UgylKeQtS8KBqysSTOB4AaABAg,26,0,2026-02-09,08:05:30,Monday,8,False,False,False,0,1,0.0009383910203197747,,,,,
UgylKeQtS8KBqysSTOB4AaABAg.AT-HoTL3WDRAT-Qt_prP2R,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@RunningPunkStu,UCZteAVWYNbMgMpkyagxrf1g,"Dude, they formed in 1987. 😂",28,6,True,UgylKeQtS8KBqysSTOB4AaABAg,230,0,2026-02-09,08:13:17,Monday,8,True,False,False,0,0,0.008301151333598008,,,,,
UgylKeQtS8KBqysSTOB4AaABAg.AT-HoTL3WDRAT-RLxgGuLi,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@bod4870,UCRmNrrwAj0C8vSeAqwBKDRA,"quite possibly the dumbest comment I have ever read.......
impressive!",70,10,True,UgylKeQtS8KBqysSTOB4AaABAg,8,0,2026-02-09,08:17:18,Monday,8,False,False,False,1,0,0.0002887356985599307,,,,,
UgylKeQtS8KBqysSTOB4AaABAg.AT-HoTL3WDRAT-TYpjyNJz,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@DistinctlyMeFilms,UCH9rcZ-tlKjqUI5uOkhOQpw,40****,6,1,True,UgylKeQtS8KBqysSTOB4AaABAg,45,0,2026-02-09,08:36:32,Monday,8,False,False,False,0,0,0.0016241383043996101,,,,,
UgylKeQtS8KBqysSTOB4AaABAg.AT-HoTL3WDRAT-UUiDvT5i,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@neykamarie6181,UCKo6O9VhbuBa1SEALKGMVFQ,​@RunningPunkStueven better lol,31,3,True,UgylKeQtS8KBqysSTOB4AaABAg,55,0,2026-02-09,08:44:43,Monday,8,True,False,False,0,0,0.0019850579275995234,,,,,
Ugx-ldaj_X2Ett2EqVV4AaABAg,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@ElenaSuero-gt1fd,UCv-YhLA5B4pkE9mnQKSU4gg,So nice of Green Day to let them play their little ball game thing after his concert!!!,87,17,False,,1874,12,2026-02-09,23:08:23,Monday,23,False,False,False,3,0,0.06763633738766377,,,,,
Ugx-ldaj_X2Ett2EqVV4AaABAg.AT11KW-OBNMAT1JG-kYnFF,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@nataliecarry7300,UCEFrRxozDqQUgLcgKjKf-zw,Best comment 🎉😂,15,3,True,Ugx-ldaj_X2Ett2EqVV4AaABAg,8,0,2026-02-10,01:45:04,Tuesday,1,True,False,False,0,0,0.0002887356985599307,,,,,
Ugx-ldaj_X2Ett2EqVV4AaABAg.AT11KW-OBNMAT1KZrZb9of,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@rubys-crochet101,UCKSBQV77kfb41rAtjV9jiJA,😭🤣,2,1,True,Ugx-ldaj_X2Ett2EqVV4AaABAg,5,0,2026-02-10,01:56:31,Tuesday,1,True,False,False,0,0,0.0001804598115999567,,,,,
Ugx-ldaj_X2Ett2EqVV4AaABAg.AT11KW-OBNMAT1oth_Sj0l,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@metallicafan416,UCB2Fd6XYlJnqCw8sucuinng,​@nataliecarry7300green day is 1 guy?,37,5,True,Ugx-ldaj_X2Ett2EqVV4AaABAg,1,0,2026-02-10,06:30:14,Tuesday,6,True,False,False,0,1,3.6091962319991336e-05,,,,,
Ugx-ldaj_X2Ett2EqVV4AaABAg.AT11KW-OBNMAT1u7o4OHO4,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@j0hnny4rc4de,UCJh6BHVXMYPR1MK1-alESTQ,"For real... And ""bAd BuNnY"" was the ""headliner""?",48,8,True,Ugx-ldaj_X2Ett2EqVV4AaABAg,1,0,2026-02-10,07:15:59,Tuesday,7,False,False,False,0,1,3.6091962319991336e-05,,,,,
Ugx-ldaj_X2Ett2EqVV4AaABAg.AT11KW-OBNMAT2ObIoKc7X,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@hyperdrivecat,UCxhbCHY7YAVdy4IW2k70zmg,@j0hnny4rc4dewhy say it like that?,34,5,True,Ugx-ldaj_X2Ett2EqVV4AaABAg,2,0,2026-02-10,11:51:02,Tuesday,11,False,False,False,0,1,7.218392463998267e-05,,,,,
UgwnsQnzJYjMnX7Q6wl4AaABAg,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@cyzukay007,UCdc18XpibAiNxtO-HsImb2A,Peforming American Idiot at the NFL is just the most ironic thing possible.,75,13,False,,13479,89,2026-02-09,03:21:39,Monday,3,False,False,False,0,0,0.4864835601111632,,,,,
UgwnsQnzJYjMnX7Q6wl4AaABAg.ASzuWc9X6yTASzy9GbQLQ8,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@northerngirl1637,UC7pTKex8uMaoxCTYgQpHjuw,Appropriate,11,1,True,UgwnsQnzJYjMnX7Q6wl4AaABAg,126,0,2026-02-09,03:53:25,Monday,3,False,False,False,0,0,0.0045475872523189085,,,,,
UgwnsQnzJYjMnX7Q6wl4AaABAg.ASzuWc9X6yTASzyWoZpX5n,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@StAmander,UCh15hBacswkPiOwB03vLlmw,I wouldn’t call it ironic. I would call it intentional.,55,10,True,UgwnsQnzJYjMnX7Q6wl4AaABAg,1749,0,2026-02-09,03:56:38,Monday,3,True,False,False,0,0,0.06312484209766485,,,,,
UgwnsQnzJYjMnX7Q6wl4AaABAg.ASzuWc9X6yTASzyXgh0YKr,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@Pootie-s5i,UCwqqrZ4YZ-kYefmKVhdb6Mg,Perfect given the times we live in,34,7,True,UgwnsQnzJYjMnX7Q6wl4AaABAg,98,0,2026-02-09,03:56:45,Monday,3,False,False,False,0,0,0.003537012307359151,,,,,
UgwnsQnzJYjMnX7Q6wl4AaABAg.ASzuWc9X6yTASzzA5m04H_,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@Gingeries17,UCXUlD7kEtLg9R0zCQqyc2IA,More like iconic.,17,3,True,UgwnsQnzJYjMnX7Q6wl4AaABAg,92,0,2026-02-09,04:02:16,Monday,4,False,False,False,0,0,0.0033204605334392033,,,,,
UgwnsQnzJYjMnX7Q6wl4AaABAg.ASzuWc9X6yTASzzlyb0nN6,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@jordan_0117,UCsdwI5OYYDA3GBBLFz-IoCQ,Clearly it was meant for you XD,31,7,True,UgwnsQnzJYjMnX7Q6wl4AaABAg,59,0,2026-02-09,04:07:35,Monday,4,False,False,False,0,0,0.002129425776879489,,,,,
UgwZtxioiinb0mIn-2B4AaABAg,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@AutumnSwatches,UCQmn1m20CDei6AX3XR_UymA,He still sounds exactly the same as he did when I was in high school over 25 years ago!!,88,19,False,,16838,160,2026-02-09,02:14:14,Monday,2,False,False,False,2,0,0.6077164615440142,,,,,
UgwZtxioiinb0mIn-2B4AaABAg.ASzmnl9B1oxASzo_bx4oLu,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@FroggyFuzzy,UCwjX-7edk3mgGSzf_yVP0bQ,"Sorry to interrupt your fantasy, but no. He does NOT sound the exact same as he did 25 years ago.",97,20,True,UgwZtxioiinb0mIn-2B4AaABAg,13,0,2026-02-09,02:29:47,Monday,2,False,False,False,0,0,0.00046919551015988737,,,,,
UgwZtxioiinb0mIn-2B4AaABAg.ASzmnl9B1oxASzpBj6LMSr,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@Chopscrewyyy,UCWGUctXbrNdMgiMFnXrv1hg,"I mean, he sounds a little older but I think that isnt that bad",63,14,True,UgwZtxioiinb0mIn-2B4AaABAg,224,0,2026-02-09,02:35:07,Monday,2,False,False,False,0,0,0.00808459955967806,,,,,
UgwZtxioiinb0mIn-2B4AaABAg.ASzmnl9B1oxASzpCLc_iev,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@TdT2211,UCohnI3QHftt8W3sMY1CFzBQ,"He does sound good, that's for sure!",36,7,True,UgwZtxioiinb0mIn-2B4AaABAg,42,0,2026-02-09,02:35:12,Monday,2,False,False,False,1,0,0.0015158624174396362,,,,,
UgwZtxioiinb0mIn-2B4AaABAg.ASzmnl9B1oxASzpE8Z-05P,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@AutumnSwatches,UCQmn1m20CDei6AX3XR_UymA,"To me he does. Compared to how some artists like Elton John’s voices complerely changed, he does to me. I would still recognize that iconic voice as the same person. I’m not a musician though, so I am sure on some technical level you have a basis for your disagreement, but my comment wasn’t really the kind that warranted a reply.",331,61,True,UgwZtxioiinb0mIn-2B4AaABAg,53,0,2026-02-09,02:35:27,Monday,2,True,False,False,0,0,0.001912874002959541,,,,,
UgwZtxioiinb0mIn-2B4AaABAg.ASzmnl9B1oxASzqH9HcTlC,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@TdT2211,UCohnI3QHftt8W3sMY1CFzBQ,"​@AutumnSwatchesnot a condescending reply anyway. I really do HEAR what you are saying, that was one of the first things I thought, he still sounds good.",153,26,True,UgwZtxioiinb0mIn-2B4AaABAg,9,0,2026-02-09,02:44:36,Monday,2,True,False,False,0,0,0.00032482766087992205,,,,,
UgwS_97Z13lK47qsbaV4AaABAg,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@NormaJuarezRivera,UC313tgFT-BnOCxMkcw9RpPw,"I attended a Green Day concert approximately 11 years ago. Towards the end of it, Billy gave a very moving speech about unity, compassion and empathy, but the statement that was engraved in my heart and soul was, “You have to take stand for the little guy in the back, you may be his only voice”.  My admiration for him and the band as the great artists they are, transformed into an admiration for his humility and humanity.

That line follows me to this day, and I share it with my daughter.",493,92,False,,3378,19,2026-02-09,20:24:13,Monday,20,True,False,False,0,0,0.12191864871693074,,,,,
UgwS_97Z13lK47qsbaV4AaABAg.AT0jY3fghqhAT185DRskm2,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@bluenomadbruh,UCWJO4Lwl9yk_9Hcwz19KbwQ,"I tried to be animals' voice. Too much abuse goes on. If you see something, you have to protect them.",101,20,True,UgwS_97Z13lK47qsbaV4AaABAg,36,0,2026-02-10,00:07:28,Tuesday,0,False,False,False,0,0,0.0012993106435196882,,,,,
UgwS_97Z13lK47qsbaV4AaABAg.AT0jY3fghqhAT1AGT0E2Xp,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@NormaJuarezRivera,UC313tgFT-BnOCxMkcw9RpPw,"@bluenomadbruhindeed! Thank you but doing so, it’s not always easy. 

Much love to you! 🙏🏾",90,15,True,UgwS_97Z13lK47qsbaV4AaABAg,11,0,2026-02-10,00:26:29,Tuesday,0,True,False,False,2,0,0.0003970115855199047,,,,,
UgwS_97Z13lK47qsbaV4AaABAg.AT0jY3fghqhAT1JJYl0rnG,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@hankarmstrong3681,UC-c4wu0WX5d0VvDLWeBEldg,Yeah like back to Hendrix and Neil Young when I was 17. Billy Joe By God Armstrong! Is he kin to Hank III or something?,119,25,True,UgwS_97Z13lK47qsbaV4AaABAg,10,0,2026-02-10,01:45:33,Tuesday,1,False,False,False,1,1,0.0003609196231999134,,,,,
UgwS_97Z13lK47qsbaV4AaABAg.AT0jY3fghqhAT1LgB04qeq,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@sandysmith3828,UCMBAi2d2kZGFxXmCK7NsGYQ,I saw him last year when he came to Arizona and he gave a touching speech about unity in the challenging and. coming times... We all know it was about Trumpstin,160,31,True,UgwS_97Z13lK47qsbaV4AaABAg,21,0,2026-02-10,02:06:15,Tuesday,2,False,False,False,0,0,0.0007579312087198181,,,,,
UgwS_97Z13lK47qsbaV4AaABAg.AT0jY3fghqhAT1WfgaNLk-,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@cesarag2239,UCCXb9Ls1c6CSpS_QI1ZJ2Qg,I do too... they luv'em ❤,25,6,True,UgwS_97Z13lK47qsbaV4AaABAg,1,0,2026-02-10,03:42:18,Tuesday,3,True,False,False,0,0,3.6091962319991336e-05,,,,,
Ugx21-7NRo2BOL6yTZR4AaABAg,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@brcc8208,UCyJh6HpbucGmEazvU0iytlw,Greenday offered more entertainment than the actual game did!,61,9,False,,134,0,2026-02-09,22:43:14,Monday,22,False,False,False,1,0,0.004836322950878839,,,,,
Ugw1xs1859yDg7ZovMZ4AaABAg,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@Ag3nt-MC,UCSpKesubNAy8E3vLScgs-MQ,3:23 that face he made told me they were absolutely told not to swear,69,14,False,,3038,30,2026-02-09,03:51:30,Monday,3,False,False,False,0,0,0.10964738152813368,,,,,
Ugw1xs1859yDg7ZovMZ4AaABAg.ASzxwF7O7ufAT-3Y9FX6lg,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@Axel-h9u5x,UCbFa_aMqLdPYlQOk9hVcOUw,He was censored my friend... here in YT... he said his line! 🤙🤟,63,13,True,Ugw1xs1859yDg7ZovMZ4AaABAg,69,0,2026-02-09,04:49:15,Monday,4,True,False,False,1,0,0.0024903454000794025,,,,,
Ugw1xs1859yDg7ZovMZ4AaABAg.ASzxwF7O7ufAT-4CfXv35x,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@335gone2,UCQPACQzjqwNqlZzNAtfBYKQ,@Axel-h9u5xthey’re talking about the drummer,44,5,True,Ugw1xs1859yDg7ZovMZ4AaABAg,32,0,2026-02-09,04:55:03,Monday,4,True,False,False,0,0,0.0011549427942397228,,,,,
Ugw1xs1859yDg7ZovMZ4AaABAg.ASzxwF7O7ufAT-8IIkM_WE,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@Jaquableu,UCT2_LVmfj2eDRHMLTQ5HV7A,"And?  If our fearless (lol) leader can cuss on tv all the time, this is not a big deal.",87,19,True,Ugw1xs1859yDg7ZovMZ4AaABAg,169,0,2026-02-09,05:30:46,Monday,5,False,False,False,0,1,0.006099541632078536,,,,,
Ugw1xs1859yDg7ZovMZ4AaABAg.ASzxwF7O7ufAT-8PvuHNjV,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@kayrcee,UCycEnN_4Iasgl0qH_kBSc_g,Oops 😂,6,2,True,Ugw1xs1859yDg7ZovMZ4AaABAg,7,0,2026-02-09,05:31:49,Monday,5,True,False,False,0,0,0.0002526437362399394,,,,,
Ugw1xs1859yDg7ZovMZ4AaABAg.ASzxwF7O7ufAT-Eq2fDMse,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@najasingleton8942,UCZyjC7Tn2-CQ0R1CyIvTHAg,Uk they were told not to do a few things 😂,42,11,True,Ugw1xs1859yDg7ZovMZ4AaABAg,11,0,2026-02-09,06:27:57,Monday,6,True,False,False,0,0,0.0003970115855199047,,,,,
UgyY4NgWmtA2WgxYFeJ4AaABAg,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@Astral_thee_God,UCSaGMfyXofo5QS7WZgp7-jQ,They should have let him do the thing during American Idiot 😂,61,12,False,,7030,59,2026-02-09,02:05:23,Monday,2,True,False,False,0,0,0.2537264951095391,,,,,
UgyY4NgWmtA2WgxYFeJ4AaABAg.ASzlmwHtG6SASzo7_WSvz5,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@dc124remix,UCIy29ei6VkNIKPAX_rmJQng,I mean he ran out of tike tbf,29,8,True,UgyY4NgWmtA2WgxYFeJ4AaABAg,18,0,2026-02-09,02:25:48,Monday,2,False,False,False,0,0,0.0006496553217598441,,,,,
UgyY4NgWmtA2WgxYFeJ4AaABAg.ASzlmwHtG6SASzqCfs_UxT,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@melissaxenawarriorprincess,UCU6SFSG018KjbZx6uS5YgAw,agree.,6,1,True,UgyY4NgWmtA2WgxYFeJ4AaABAg,8,0,2026-02-09,02:43:59,Monday,2,False,False,False,0,0,0.0002887356985599307,,,,,
UgyY4NgWmtA2WgxYFeJ4AaABAg.ASzlmwHtG6SASzqSnQdY74,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@ZenSenm,UCYWbfxhN2K8bXDVHA9Eq7gw,was the main thing i was hoping for from them... Still an amazing performance from them,87,16,True,UgyY4NgWmtA2WgxYFeJ4AaABAg,251,0,2026-02-09,02:46:11,Monday,2,False,False,False,0,0,0.009059082542317826,,,,,
UgyY4NgWmtA2WgxYFeJ4AaABAg.ASzlmwHtG6SASzrMMl3AzL,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@FinaG1988,UCwrmcxl9vhidbwVCsW31MzA,I agree \m/,11,3,True,UgyY4NgWmtA2WgxYFeJ4AaABAg,6,0,2026-02-09,02:54:02,Monday,2,False,False,False,0,0,0.00021655177391994803,,,,,
UgyY4NgWmtA2WgxYFeJ4AaABAg.ASzlmwHtG6SASztAypwS-4,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@JonnySV,UCxznyB2D4K63hUVqkRt9-Jg,Pretty sure they cut his mic on the ending of the lead up to the final chorus (aka don’t think he said “idiot America”),119,24,True,UgyY4NgWmtA2WgxYFeJ4AaABAg,151,0,2026-02-09,03:09:58,Monday,3,True,False,False,0,0,0.005449886310318692,,,,,
UgzrRCbq4Q0elqInPl54AaABAg,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@webofbullets,UCd8llSqi2OnRXhVSWBt2P5w,You can tell billy wasnt allowed to do the important part of holiday and hes rightfully upset,93,17,False,,3618,80,2026-02-09,07:17:26,Monday,7,False,False,False,0,0,0.13058071967372867,,,,,
UgzrRCbq4Q0elqInPl54AaABAg.AT-KVSI0W3sAT-fzWvoW1Y,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@pimentamarilia,UCX6Yoh3YholqUusqrmfpocw,bombs away is your punishment!,30,5,True,UgzrRCbq4Q0elqInPl54AaABAg,287,0,2026-02-09,10:33:54,Monday,10,False,False,False,1,0,0.010358393185837514,,,,,
UgzrRCbq4Q0elqInPl54AaABAg.AT-KVSI0W3sAT-l7Ex-u6Q,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@LakeLifeSwitzerland,UCRIWXS9Zd_B9ccF3dqAGcGQ,Since when does punk mean “accept to do what you’re told” ???,61,12,True,UgzrRCbq4Q0elqInPl54AaABAg,114,0,2026-02-09,11:18:47,Monday,11,True,False,False,0,3,0.004114483704479013,,,,,
UgzrRCbq4Q0elqInPl54AaABAg.AT-KVSI0W3sAT-lhVnft0u,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@KreativeKerri,UCqd8IJAdghowfAv0BOhaiAQ,"​@LakeLifeSwitzerland considering what Benito did, I can see why they did not.  Of course, this is all after the fact. He said love is more powerful then hate. Then to unite America with ALL the countries. ❤",207,37,True,UgzrRCbq4Q0elqInPl54AaABAg,128,0,2026-02-09,11:23:53,Monday,11,True,False,False,0,0,0.004619771176958891,,,,,
UgzrRCbq4Q0elqInPl54AaABAg.AT-KVSI0W3sAT-wPWM1aXh,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@sadie-may68,UCOfzNGr07aB_wzx-XX-zYig,Okay…but what ACTUALLY stopped him?,35,5,True,UgzrRCbq4Q0elqInPl54AaABAg,12,0,2026-02-09,12:57:24,Monday,12,True,False,False,0,1,0.00043310354783989606,,,,,
UgzrRCbq4Q0elqInPl54AaABAg.AT-KVSI0W3sAT-xXuAwEAA,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@violetdexx9970,UC69t6RFZMykVDGpZdGLgL3g,​@sadie-may68someone with a button that would instantly mute the band and switch the broadcast to commercial stopped them.,122,18,True,UgzrRCbq4Q0elqInPl54AaABAg,133,0,2026-02-09,13:07:17,Monday,13,True,False,False,0,0,0.004800230988558848,,,,,
Ugz3HY8nktg6d9FZs0h4AaABAg,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@joaovaz6626,UCZN9SkNtLCrYsmqtbe5OWYw,Man I wanted them to do the bridge part of Holiday so bad... it also has the perfect message to pass during these times.. I guess they were not allowed,151,30,False,,653,7,2026-02-09,22:39:37,Monday,22,False,False,False,0,0,0.023568051394954343,,,,,
Ugz3HY8nktg6d9FZs0h4AaABAg.AT0z1k6x6CRAT1TKlzZ3p0,_0UqnYmQyLQ,Super Bowl LX Opening Performance by Green Day,NFL,@jessieperry9264,UCNFdgMOf2LNScIdQgVJJyWQ,They edited it out.,19,4,True,Ugz3HY8nktg6d9FZs0h4AaABAg,13,0,2026-02-10,03:13:06,Tuesday,3,False,False,False,0,0,0.00046919551015988737,,,,,
